,label,predictions,scores
2353,True,False,0.4058
2354,True,True,0.5
2355,True,True,0.5
2356,True,False,0.4125
2357,True,True,0.98
2358,True,True,0.9716
2359,True,True,0.9167
2360,True,True,0.6838
2361,True,True,0.9547
2362,True,True,0.8055
2363,True,True,0.8599
2364,True,True,0.6811
2365,True,True,0.9624
2366,True,True,0.8384
2367,True,True,0.8879
2368,True,True,0.5
2369,True,True,0.5
2370,True,True,0.5
2371,True,True,0.6965
2372,True,True,0.6318
2373,True,True,0.7582
2374,True,True,0.5
2375,True,True,0.6583
2376,True,False,0.4819
2377,True,True,0.8707
2378,True,True,0.6997
2379,True,True,0.7241
2380,True,True,0.7415
2381,True,False,0.4565
2382,True,True,0.5034
2383,True,True,0.5
2384,True,True,0.631
2385,True,True,0.6135
2386,True,True,0.5699
2387,True,True,0.5
2388,True,True,0.5
2389,True,True,0.5702
2390,True,True,0.7077
2391,True,True,0.605
2392,True,True,0.8606
2393,True,True,0.6185
2394,True,True,0.7766
2395,True,True,0.7779
2396,True,True,0.5
2397,True,True,0.5
2398,True,True,0.7904
2399,True,True,0.7702
2400,True,True,0.9088
2401,True,True,0.5054
2402,True,False,0.3898
2403,True,True,0.6519
2404,True,False,0.4924
2405,True,False,0.4357
2406,True,True,0.5
2407,True,True,0.6179
2408,True,True,0.8211
2409,True,True,0.7217
2410,True,False,0.2252
2411,True,False,0.1905
2412,True,True,0.8881
2413,True,True,0.9144
2414,True,True,0.8564
2415,True,True,0.8088
2416,True,True,0.9211
2417,True,True,0.8278
2418,True,True,0.5
2419,True,True,0.7435
2420,True,True,0.7447
2421,True,True,0.8239
2422,True,True,0.8275
2423,True,True,0.7812
2424,True,True,0.6263
2425,True,True,0.8501
2426,True,True,0.8538
2427,True,True,0.8417
2428,True,True,0.5
2429,True,True,0.7822
2430,True,True,0.5138
2431,True,True,0.5528
2432,True,True,0.5
2433,True,True,0.9487
2434,True,True,0.9307
2435,True,True,0.5
2436,True,True,0.9456
2437,True,True,0.9601
2438,True,True,0.9427
2439,True,True,0.7355
2440,True,True,0.897
2441,True,True,0.5
2442,True,True,0.6197
2443,True,True,0.6714
2444,True,True,0.888
2445,True,True,0.5
2446,True,True,0.5
2447,True,True,0.8927
2448,True,True,0.5
2449,True,True,0.928
2450,True,True,0.8183
2451,True,True,0.9619
2452,True,True,0.9904
2453,True,True,0.5
2454,True,True,0.9628
2455,True,True,0.9815
2456,True,True,0.8912
2457,True,True,0.9604
2458,True,True,0.7619
2459,True,True,0.7197
2460,True,False,0.4802
2461,True,True,0.6763
2462,True,True,0.7113
2463,True,False,0.2879
2464,True,True,0.5629
2465,True,True,0.5033
2466,True,True,0.5845
2467,True,True,0.6609
2468,True,False,0.3948
2469,True,True,0.9063
2470,True,True,0.931
2471,True,True,0.8929
2472,True,True,0.8976
2473,True,True,0.9152
2474,True,True,0.9022
2475,True,True,0.9446
2476,True,True,0.9106
2477,True,True,0.9155
2478,True,True,0.9195
2479,True,True,0.9571
2480,True,True,0.9829
2481,True,True,0.9614
2482,True,True,0.5
2483,True,True,0.8149
2484,True,True,0.989
2485,True,True,0.9314
2486,True,True,0.5
2487,True,True,0.9736
2488,True,True,0.9614
2489,True,True,0.9723
2490,True,True,0.9351
2491,True,True,0.9738
2492,True,False,0.3964
2493,True,True,0.8941
2494,True,True,0.854
2495,True,True,0.6999
2496,True,True,0.9303
2497,True,True,0.7789
2498,True,True,0.5
2499,True,True,0.5
2500,True,True,0.5978
2501,True,True,0.8295
2502,True,False,0.4223
2503,True,True,0.8671
2504,True,True,0.5262
2505,True,True,0.8863
2506,True,True,0.5
2507,True,True,0.8629
2508,True,True,0.9364
2509,True,True,0.9746
2510,True,True,0.7027
2511,True,True,0.9501
2512,True,True,0.9508
2513,True,True,0.5
2514,True,True,0.5
2515,True,True,0.7798
2516,True,True,0.5
2517,True,True,0.9293
2518,True,True,0.9159
2519,True,True,0.9452
2520,True,True,0.8549
2521,True,True,0.5255
2522,True,True,0.717
2523,True,True,0.9132
2524,True,True,0.957
2525,True,True,0.8548
2526,True,True,0.5922
2527,True,False,0.4428
2528,True,True,0.7627
2529,True,True,0.761
2530,True,True,0.5
2531,True,True,0.8036
2532,True,True,0.8238
2533,True,True,0.7713
2534,True,True,0.9035
2535,True,True,0.7315
2536,True,True,0.9638
2537,True,True,0.9231
2538,True,True,0.9153
2539,True,True,0.9128
2540,True,True,0.5184
2541,True,True,0.9349
2542,True,True,0.7502
2543,True,True,0.9027
2544,True,True,0.7744
2545,True,True,0.9411
2546,True,True,0.8274
2547,True,True,0.5
2548,True,True,0.5945
2549,True,True,0.7153
2550,True,True,0.5
2551,True,True,0.8713
2552,True,True,0.8801
2553,True,True,0.7354
2554,True,True,0.7308
2555,True,True,0.6422
2556,True,True,0.7873
2557,True,True,0.5
2558,True,True,0.9271
2559,True,True,0.6995
2560,True,True,0.866
2561,True,True,0.5
2562,True,True,0.5
2563,True,True,0.5766
2564,True,True,0.648
2565,True,True,0.8916
2566,True,True,0.6713
2567,True,True,0.7533
2568,True,True,0.9713
2569,True,True,0.9728
2570,True,True,0.9775
2571,True,True,0.9666
2572,True,True,0.9827
2573,True,False,0.46
2574,True,False,0.3471
2575,True,True,0.9558
2576,True,True,0.7207
2577,True,True,0.7189
2578,True,True,0.9188
2579,True,True,0.5
2580,True,True,0.7152
2581,True,True,0.6984
2582,True,True,0.6552
2583,True,False,0.4805
2584,True,True,0.7436
2585,True,True,0.8761
2586,True,True,0.7909
2587,True,True,0.6943
2588,True,True,0.8511
2589,True,True,0.9172
2590,True,True,0.6989
2591,True,True,0.5
2592,True,False,0.3811
2593,True,False,0.435
2594,True,False,0.2949
2595,True,True,0.5
2596,True,False,0.484
2597,True,False,0.421
2598,True,False,0.2944
2599,True,False,0.4007
2600,True,True,0.5858
2601,True,True,0.8257
2602,True,True,0.7573
2603,True,True,0.779
2604,True,False,0.4823
2605,True,False,0.4213
2606,True,True,0.8252
2607,True,True,0.7448
2608,True,True,0.8253
2609,True,True,0.5
2610,True,True,0.7267
2611,True,True,0.5
2612,True,True,0.7761
2613,True,True,0.9044
2614,True,True,0.8219
2615,True,True,0.5
2616,True,True,0.608
2617,True,True,0.9262
2618,True,True,0.7841
2619,True,True,0.6674
2620,True,True,0.7533
2621,True,True,0.7635
2622,True,True,0.5
2623,True,True,0.6806
2624,True,True,0.9182
2625,True,True,0.8293
2626,True,True,0.7916
2627,True,True,0.7876
2628,True,True,0.5
2629,True,True,0.8529
2630,True,True,0.9864
2631,True,True,0.5
2632,True,True,0.5
2633,True,True,0.88
2634,True,True,0.969
2635,True,True,0.9123
2636,True,True,0.9122
2637,True,True,0.9264
2638,True,True,0.8567
2639,True,True,0.6934
2640,True,True,0.7286
2641,True,False,0.467
2642,True,True,0.8615
2643,True,True,0.93
2644,True,True,0.564
2645,True,True,0.5
2646,True,True,0.7475
2647,True,True,0.6809
2648,True,True,0.6006
2649,True,True,0.7179
2650,True,True,0.777
2651,True,True,0.8258
2652,True,True,0.817
2653,True,True,0.6224
2654,True,False,0.4316
2655,True,True,0.818
2656,True,True,0.7088
2657,True,True,0.7927
2658,True,True,0.9261
2659,True,True,0.8433
2660,True,False,0.4426
2661,True,False,0.0855
2662,True,False,0.1631
2663,True,False,0.4103
2664,True,True,0.7461
2665,True,True,0.8606
2666,True,False,0.4234
2667,True,True,0.5
2668,True,True,0.7007
2669,True,True,0.9186
2670,True,True,0.8558
2671,True,True,0.5
2672,True,True,0.5
2673,True,True,0.965
2674,True,True,0.7775
2675,True,True,0.9439
2676,True,True,0.8703
2677,True,True,0.8422
2678,True,True,0.8047
2679,True,True,0.6714
2680,True,True,0.6109
2681,True,True,0.6809
2682,True,True,0.5
2683,True,True,0.8636
2684,True,True,0.5
2685,True,True,0.7549
2686,True,True,0.5988
2687,True,True,0.7987
2688,True,True,0.7579
2689,True,True,0.7644
2690,True,True,0.8989
2691,True,True,0.8905
2692,True,True,0.8626
2693,True,True,0.7993
2694,True,False,0.3282
2695,True,False,0.3269
2696,True,False,0.2967
2697,True,False,0.2992
2698,True,True,0.5
2699,True,True,0.6628
2700,True,True,0.5
2701,True,True,0.8998
2702,True,True,0.8811
2703,True,True,0.5575
2704,True,True,0.5
2705,True,True,0.5
2706,True,True,0.8418
2707,True,True,0.768
2708,True,True,0.8498
2709,True,True,0.8105
2710,True,True,0.8385
2711,True,True,0.794
2712,True,True,0.749
2713,True,True,0.7675
2714,True,True,0.7838
2715,True,True,0.7977
2716,True,True,0.8189
2717,True,True,0.5
2718,True,True,0.5
2719,True,True,0.9444
2720,True,True,0.9429
2721,True,True,0.8334
2722,True,True,0.8219
2723,True,True,0.9412
2724,True,True,0.5
2725,True,True,0.9604
2726,True,True,0.9196
2727,True,True,0.903
2728,True,True,0.9704
2729,True,True,0.9128
2730,True,True,0.9533
2731,True,True,0.9246
2732,True,True,0.9624
2733,True,True,0.9553
2734,True,True,0.9625
2735,True,True,0.5
2736,True,True,0.9776
2737,True,True,0.915
2738,True,True,0.8101
2739,True,True,0.5
2740,True,True,0.8736
2741,True,True,0.7955
2742,True,True,0.8931
2743,True,True,0.7374
2744,True,False,0.4621
2745,True,True,0.7072
2746,True,True,0.9121
2747,True,True,0.8996
2748,True,True,0.5
2749,True,True,0.933
2750,True,True,0.8003
2751,True,True,0.8122
2752,True,True,0.7693
2753,True,True,0.8333
2754,True,True,0.7673
2755,True,True,0.9759
2756,True,True,0.5
2757,True,True,0.9301
2758,True,True,0.9239
2759,True,True,0.865
2760,True,True,0.9331
2761,True,True,0.875
2762,True,True,0.9465
2763,True,True,0.902
2764,True,True,0.947
2765,True,True,0.9325
2766,True,True,0.957
2767,True,True,0.9555
2768,True,True,0.9791
2769,True,True,0.8546
2770,True,True,0.9356
2771,True,True,0.9768
2772,True,True,0.9687
2773,True,True,0.9697
2774,True,True,0.5
2775,True,True,0.9697
2776,True,True,0.9319
2777,True,True,0.9348
2778,True,True,0.9422
2779,True,True,0.5
2780,True,True,0.5
2781,True,True,0.9478
2782,True,True,0.8982
2783,True,True,0.9617
2784,True,True,0.9393
2785,True,True,0.9143
2786,True,True,0.5
2787,True,True,0.9345
2788,True,True,0.9603
2789,True,True,0.8801
2790,True,True,0.9199
2791,True,True,0.9159
2792,True,True,0.9579
2793,True,True,0.8207
2794,True,True,0.5
2795,True,True,0.9294
2796,True,True,0.5
2797,True,True,0.9205
2798,True,True,0.886
2799,True,True,0.8537
2800,True,True,0.5
2801,True,True,0.8724
2802,True,True,0.5
2803,True,True,0.5
2804,True,True,0.8981
2805,True,True,0.9657
2806,True,True,0.9408
2807,True,True,0.9656
2808,True,True,0.9095
2809,True,True,0.9233
2810,True,True,0.5
2811,True,True,0.9492
2812,True,True,0.9362
2813,True,True,0.9777
2814,True,True,0.9356
2815,True,True,0.8077
2816,True,True,0.8539
2817,True,True,0.8158
2818,True,True,0.8598
2819,True,True,0.6029
2820,True,True,0.9685
2821,True,True,0.5
2822,True,True,0.876
2823,True,True,0.8934
2824,True,True,0.8604
2825,True,True,0.8592
2826,True,True,0.8616
2827,True,True,0.8152
2828,True,True,0.5
2829,True,True,0.8914
2830,True,True,0.5
2831,True,True,0.5
2832,True,True,0.8986
2833,True,True,0.7953
2834,True,True,0.5
2835,True,True,0.8567
2836,True,True,0.7939
2837,True,True,0.8934
2838,True,True,0.9022
2839,True,True,0.8589
2840,True,True,0.7183
2841,True,True,0.8934
2842,True,True,0.8298
2843,True,True,0.9479
2844,True,True,0.8657
2845,True,True,0.5
2846,True,True,0.9169
2847,True,True,0.9628
2848,True,True,0.8912
2849,True,True,0.7416
2850,True,True,0.5
2851,True,True,0.5
2852,True,True,0.9298
2853,True,True,0.8496
2854,True,True,0.8725
2855,True,True,0.5
2856,True,True,0.637
2857,True,True,0.5
2858,True,True,0.8487
2859,True,True,0.5
2860,True,True,0.9034
2861,True,True,0.8255
2862,True,True,0.842
2863,True,True,0.7086
2864,True,True,0.6687
2865,True,True,0.9052
2866,True,True,0.828
2867,True,True,0.8998
2868,True,True,0.5
2869,True,True,0.5
2870,True,True,0.5905
2871,True,True,0.8451
2872,True,True,0.7887
2873,True,True,0.6877
2874,True,True,0.7167
2875,True,True,0.5
2876,True,True,0.6898
2877,True,True,0.7245
2878,True,False,0.4642
2879,True,True,0.9565
2880,True,True,0.5
2881,True,True,0.8365
2882,True,True,0.714
2883,True,True,0.8276
2884,True,True,0.678
2885,True,True,0.9576
2886,True,True,0.9034
2887,True,True,0.896
2888,True,True,0.5
2889,True,True,0.9735
2890,True,True,0.934
2891,True,True,0.5
2892,True,True,0.8122
2893,True,True,0.8205
2894,True,True,0.6579
2895,True,True,0.6058
2896,True,True,0.909
2897,True,True,0.5
2898,True,True,0.8021
2899,True,True,0.8093
2900,True,True,0.5
2901,True,True,0.958
2902,True,True,0.5
2903,True,True,0.9846
2904,True,True,0.968
2905,True,True,0.9786
2906,True,True,0.9754
2907,True,True,0.9625
2908,True,True,0.7961
2909,True,True,0.7754
2910,True,True,0.6315
2911,True,True,0.5
2912,True,True,0.6261
2913,True,True,0.8382
2914,True,True,0.8569
2915,True,True,0.821
2916,True,True,0.6304
2917,True,True,0.8805
2918,True,True,0.5
2919,True,True,0.8496
2920,True,True,0.7637
2921,True,True,0.8877
2922,True,True,0.7384
2923,True,True,0.7519
2924,True,True,0.5
2925,True,True,0.5
2926,True,True,0.8751
2927,True,True,0.6036
2928,True,True,0.531
2929,True,False,0.4126
2930,True,True,0.849
2931,True,True,0.5
2932,True,True,0.772
2933,True,True,0.8539
2934,True,True,0.796
2935,True,True,0.7495
2936,True,True,0.8064
2937,True,True,0.8682
2938,True,True,0.9565
2939,True,True,0.8689
2940,True,False,0.496
2941,True,True,0.8267
2942,True,True,0.5
2943,True,True,0.5
2944,True,True,0.8359
2945,True,True,0.7793
2946,True,True,0.865
2947,True,True,0.5
2948,True,True,0.8829
2949,True,True,0.7245
2950,True,True,0.5819
2951,True,True,0.5864
2952,True,True,0.5806
2953,True,True,0.7465
2954,True,True,0.8172
2955,True,True,0.5
2956,True,True,0.7955
2957,True,True,0.5
2958,True,True,0.5
2959,True,True,0.893
2960,True,True,0.6917
2961,True,True,0.8178
2962,True,True,0.9434
2963,True,True,0.9039
2964,True,True,0.5
2965,True,True,0.5
2966,True,True,0.8524
2967,True,True,0.5
2968,True,True,0.8657
2969,True,True,0.9804
2970,True,True,0.5
2971,True,True,0.9208
2972,True,True,0.5
2973,True,True,0.983
2974,True,True,0.9876
2975,True,True,0.9243
2976,True,True,0.5
2977,True,True,0.9739
2978,True,True,0.5
2979,True,True,0.9508
2980,True,True,0.9759
2981,True,True,0.6774
2982,True,True,0.8827
2983,True,True,0.7783
2984,True,True,0.8985
2985,True,True,0.5
2986,True,True,0.8834
2987,True,True,0.992
2988,True,True,0.5
2989,True,True,0.9072
2990,True,True,0.7897
2991,True,True,0.8663
2992,True,True,0.8443
2993,True,False,0.3548
2994,True,True,0.6261
2995,True,True,0.6397
2996,True,True,0.5
2997,True,True,0.5
2998,True,True,0.6487
2999,True,True,0.7794
3000,True,True,0.5
3001,True,True,0.6745
3002,True,True,0.7817
3003,True,True,0.6127
3004,True,True,0.7727
3005,True,True,0.6274
3006,True,True,0.5
3007,True,True,0.5
3008,True,True,0.5705
3009,True,True,0.5
3010,True,True,0.5372
3011,True,True,0.7459
3012,True,True,0.8683
3013,True,True,0.7998
3014,True,True,0.7416
3015,True,True,0.7836
3016,True,True,0.9285
3017,True,True,0.9036
3018,True,True,0.5
3019,True,True,0.7939
3020,True,True,0.9572
3021,True,True,0.5
3022,True,True,0.965
3023,True,True,0.948
3024,True,True,0.9454
3025,True,True,0.8345
3026,True,True,0.9022
3027,True,True,0.956
3028,True,True,0.9033
3029,True,True,0.9549
3030,True,True,0.5
3031,True,True,0.5
3032,True,True,0.5
3033,True,True,0.5
3034,True,True,0.5
3035,True,True,0.7204
3036,True,True,0.8064
3037,True,True,0.7448
3038,True,True,0.5
3039,True,True,0.962
3040,True,True,0.9432
3041,True,True,0.961
3042,True,True,0.9188
3043,True,True,0.5
3044,True,True,0.9531
3045,True,True,0.9604
3046,True,True,0.5
3047,True,True,0.7216
3048,True,True,0.9267
3049,True,True,0.5
3050,True,True,0.8853
3051,True,True,0.9276
3052,True,True,0.9451
3053,True,True,0.5
3054,True,True,0.7224
3055,True,True,0.6339
3056,True,True,0.7683
3057,True,True,0.5
3058,True,True,0.8871
3059,True,True,0.5
3060,True,False,0.3609
3061,True,False,0.2113
3062,True,True,0.6057
3063,True,True,0.5
3064,True,True,0.6409
3065,True,True,0.8777
3066,True,True,0.8627
3067,True,True,0.9279
3068,True,True,0.9231
3069,True,True,0.925
3070,True,True,0.9274
3071,True,True,0.8958
3072,True,True,0.9087
3073,True,True,0.5
3074,True,True,0.7751
3075,True,True,0.8904
3076,True,True,0.8708
3077,True,True,0.5
3078,True,True,0.9557
3079,True,True,0.5
3080,True,True,0.8903
3081,True,True,0.9567
3082,True,True,0.9275
3083,True,True,0.6056
3084,True,True,0.6283
3085,True,True,0.7456
3086,True,False,0.366
3087,True,True,0.9088
3088,True,False,0.4055
3089,True,False,0.3914
3090,True,True,0.9802
3091,True,True,0.9551
3092,True,True,0.5
3093,True,True,0.829
3094,True,True,0.92
3095,True,True,0.8032
3096,True,True,0.6486
3097,True,True,0.865
3098,True,True,0.8011
3099,True,True,0.7876
3100,True,True,0.8166
3101,True,True,0.5
3102,True,False,0.4855
3103,True,False,0.4848
3104,True,True,0.5
3105,True,True,0.5
3106,True,True,0.5529
3107,True,True,0.5
3108,True,False,0.4068
3109,True,True,0.9354
3110,True,True,0.9749
3111,True,False,0.4821
3112,True,True,0.7967
3113,True,True,0.7742
3114,True,False,0.3353
3115,True,True,0.5244
3116,True,True,0.6868
3117,True,True,0.5
3118,True,True,0.6679
3119,True,True,0.8249
3120,True,True,0.917
3121,True,True,0.8325
3122,True,True,0.9442
3123,True,True,0.8587
3124,True,False,0.2439
3125,True,False,0.0949
3126,True,False,0.1228
3127,True,False,0.1039
3128,True,False,0.2694
3129,True,False,0.4095
3130,True,True,0.7742
3131,True,True,0.9316
3132,True,True,0.9419
3133,True,True,0.9215
3134,True,True,0.9099
3135,True,True,0.7236
3136,True,True,0.9225
3137,True,True,0.5
3138,True,True,0.8996
3139,True,True,0.92
3140,True,True,0.8736
3141,True,True,0.5
3142,True,True,0.8282
3143,True,True,0.9132
3144,True,True,0.9487
3145,True,True,0.8584
3146,True,True,0.9271
3147,True,False,0.3646
3148,True,True,0.773
3149,True,True,0.8903
3150,True,True,0.871
3151,True,True,0.6153
3152,True,True,0.8133
3153,True,True,0.7024
3154,True,True,0.767
3155,True,True,0.8885
3156,True,True,0.7142
3157,True,True,0.799
3158,True,True,0.8593
3159,True,True,0.8872
3160,True,True,0.7862
3161,True,True,0.5
3162,True,True,0.7412
3163,True,True,0.5
3164,True,True,0.7236
3165,True,True,0.5
3166,True,True,0.891
3167,True,True,0.8189
3168,True,True,0.8791
3169,True,True,0.5
3170,True,True,0.9591
3171,True,True,0.9545
3172,True,True,0.9718
3173,True,True,0.5
3174,True,True,0.5
3175,True,True,0.9458
3176,True,True,0.5
3177,True,True,0.8889
3178,True,True,0.9
3179,True,True,0.8819
3180,True,True,0.8622
3181,True,True,0.5
3182,True,True,0.7655
3183,True,True,0.6005
3184,True,True,0.5
3185,True,True,0.5
3186,True,True,0.7076
3187,True,False,0.3609
3188,True,False,0.4339
3189,True,True,0.6024
3190,True,False,0.4037
3191,True,True,0.5
3192,True,True,0.6523
3193,True,True,0.5334
3194,True,True,0.5
3195,True,True,0.6539
3196,True,True,0.9401
3197,True,True,0.9115
3198,True,True,0.9065
3199,True,True,0.9553
3200,True,True,0.5
3201,True,True,0.9544
3202,True,True,0.5
3203,True,True,0.8443
3204,True,True,0.5909
3205,True,True,0.9366
3206,True,True,0.9508
3207,True,True,0.8353
3208,True,True,0.5
3209,True,True,0.8331
3210,True,True,0.8621
3211,True,True,0.5
3212,True,True,0.9223
3213,True,True,0.5
3214,True,True,0.8143
3215,True,True,0.8027
3216,True,True,0.9059
3217,True,True,0.967
3218,True,True,0.9765
3219,True,True,0.959
3220,True,True,0.5
3221,True,True,0.8624
3222,True,True,0.8714
3223,True,True,0.9141
3224,True,True,0.9616
3225,True,True,0.8878
3226,True,True,0.9011
3227,True,False,0.442
3228,True,True,0.5646
3229,True,False,0.3436
3230,True,True,0.5062
3231,True,False,0.3073
3232,True,False,0.3341
3233,True,False,0.4667
3234,True,False,0.2365
3235,True,False,0.2421
3236,True,False,0.1631
3237,True,False,0.2082
3238,True,False,0.1485
3239,True,False,0.1921
3240,True,True,0.5
3241,True,True,0.7439
3242,True,True,0.8846
3243,True,True,0.7142
3244,True,False,0.4607
3245,True,True,0.9803
3246,True,True,0.5388
3247,True,True,0.5
3248,True,True,0.72
3249,True,True,0.8726
3250,True,True,0.922
3251,True,True,0.6497
3252,True,True,0.9415
3253,True,True,0.5
3254,True,True,0.5
3255,True,True,0.9254
3256,True,True,0.5
3257,True,False,0.0504
3258,True,False,0.0336
3259,True,True,0.5
3260,True,True,0.9397
3261,True,True,0.9257
3262,True,True,0.9606
3263,True,True,0.935
3264,True,True,0.6516
3265,True,True,0.5
3266,True,False,0.3044
3267,True,True,0.5
3268,True,True,0.9377
3269,True,False,0.4307
3270,True,True,0.8391
3271,True,True,0.5
3272,True,True,0.709
3273,True,True,0.7383
3274,True,True,0.5
3275,True,True,0.7555
3276,True,True,0.8069
3277,True,True,0.7395
3278,True,True,0.6683
3279,True,True,0.5
3280,True,True,0.6833
3281,True,True,0.5
3282,True,True,0.8276
3283,True,True,0.9361
3284,True,True,0.6478
3285,True,True,0.8117
3286,True,True,0.6771
3287,True,True,0.6866
3288,True,True,0.5
3289,True,True,0.7457
3290,True,True,0.7451
3291,True,True,0.7785
3292,True,True,0.6768
3293,True,True,0.7016
3294,True,True,0.5523
3295,True,True,0.6966
3296,True,True,0.7567
3297,True,True,0.5548
3298,True,True,0.7653
3299,True,True,0.5
3300,True,True,0.9652
3301,True,True,0.9732
3302,True,True,0.9744
3303,True,True,0.8891
3304,True,True,0.9587
3305,True,True,0.9494
3306,True,True,0.9633
3307,True,True,0.5
3308,True,True,0.9616
3309,True,True,0.9673
3310,True,True,0.9131
3311,True,True,0.9703
3312,True,True,0.9617
3313,True,True,0.9502
3314,True,True,0.5
3315,True,True,0.5
3316,True,True,0.8102
3317,True,True,0.689
3318,True,True,0.8911
3319,True,True,0.9081
3320,True,True,0.919
3321,True,True,0.8102
3322,True,True,0.5
3323,True,True,0.8972
3324,True,True,0.8774
3325,True,True,0.821
3326,True,True,0.5
3327,True,True,0.7666
3328,True,True,0.8083
3329,True,True,0.925
3330,True,True,0.7391
3331,True,True,0.8332
3332,True,True,0.9518
3333,True,True,0.9595
3334,True,True,0.9178
3335,True,True,0.978
3336,True,True,0.9825
3337,True,True,0.9562
3338,True,True,0.978
3339,True,True,0.9826
3340,True,True,0.9824
3341,True,True,0.955
3342,True,True,0.9617
3343,True,True,0.5
3344,True,True,0.9788
3345,True,True,0.5
3346,True,True,0.9746
3347,True,True,0.5
3348,True,True,0.5
3349,True,True,0.5181
3350,True,True,0.7986
3351,True,True,0.855
3352,True,True,0.8039
3353,True,True,0.5256
3354,True,True,0.7398
3355,True,True,0.7986
3356,True,True,0.787
3357,True,True,0.5
3358,True,True,0.5
3359,True,True,0.8516
3360,True,True,0.7331
3361,True,True,0.8158
3362,True,True,0.6719
3363,True,True,0.5
3364,True,False,0.4298
3365,True,True,0.526
3366,True,True,0.5
3367,True,True,0.5
3368,True,True,0.5
3369,True,True,0.5016
3370,True,True,0.613
3371,True,True,0.7411
3372,True,True,0.5
3373,True,True,0.7511
3374,True,False,0.4991
3375,True,True,0.7899
3376,True,True,0.6437
3377,True,True,0.5
3378,True,True,0.5445
3379,True,True,0.8778
3380,True,True,0.9394
3381,True,True,0.5
3382,True,True,0.9423
3383,True,True,0.9452
3384,True,True,0.5
3385,True,True,0.9412
3386,True,True,0.5
3387,True,True,0.9569
3388,True,True,0.8949
3389,True,True,0.8974
3390,True,True,0.9687
3391,True,True,0.5
3392,True,True,0.5
3393,True,True,0.9106
3394,True,True,0.9125
3395,True,True,0.9472
3396,True,True,0.8622
3397,True,True,0.7632
3398,True,True,0.9106
3399,True,True,0.5
3400,True,True,0.8066
3401,True,True,0.8399
3402,True,True,0.8831
3403,True,True,0.9032
3404,True,True,0.8549
3405,True,True,0.9468
3406,True,True,0.8317
3407,True,True,0.5
3408,True,True,0.9338
3409,True,True,0.8626
3410,True,True,0.8671
3411,True,True,0.5
3412,True,True,0.5
3413,True,True,0.5
3414,True,True,0.8374
3415,True,True,0.7965
3416,True,True,0.6398
3417,True,True,0.7114
3418,True,True,0.806
3419,True,True,0.874
3420,True,True,0.7407
3421,True,True,0.7685
3422,True,True,0.816
3423,True,True,0.8721
3424,True,True,0.6339
3425,True,True,0.5
3426,True,True,0.5864
3427,True,True,0.5
3428,True,True,0.9052
3429,True,True,0.8278
3430,True,True,0.5864
3431,True,True,0.603
3432,True,True,0.7758
3433,True,True,0.9052
3434,True,True,0.5
3435,True,True,0.7673
3436,True,True,0.5524
3437,True,True,0.5
3438,True,True,0.7904
3439,True,True,0.8788
3440,True,True,0.5822
3441,True,True,0.5874
3442,True,True,0.8793
3443,True,True,0.8749
3444,True,True,0.7093
3445,True,True,0.7174
3446,True,True,0.5
3447,True,True,0.9126
3448,True,True,0.5
3449,True,True,0.7142
3450,True,True,0.5594
3451,True,True,0.8705
3452,True,True,0.9079
3453,True,True,0.8542
3454,True,True,0.7282
3455,True,True,0.5
3456,True,True,0.5
3457,True,True,0.7945
3458,True,True,0.7334
3459,True,True,0.5
3460,True,True,0.9251
3461,True,True,0.9647
3462,True,True,0.9851
3463,True,True,0.9705
3464,True,True,0.9841
3465,True,True,0.5
3466,True,True,0.975
3467,True,True,0.974
3468,True,True,0.9343
3469,True,True,0.5
3470,True,True,0.8225
3471,True,True,0.9377
3472,True,True,0.9075
3473,True,True,0.9125
3474,True,True,0.5
3475,True,True,0.5
3476,True,True,0.8337
3477,True,True,0.9377
3478,True,True,0.8852
3479,True,True,0.8717
3480,True,True,0.5
3481,True,True,0.8953
3482,True,True,0.5
3483,True,True,0.9022
3484,True,True,0.5
3485,True,True,0.7388
3486,True,False,0.4583
3487,True,False,0.1651
3488,True,True,0.5
3489,True,False,0.2418
3490,True,False,0.292
3491,True,False,0.2221
3492,True,False,0.4957
3493,True,True,0.5
3494,True,False,0.0976
3495,True,False,0.3964
3496,True,True,0.7892
3497,True,True,0.7856
3498,True,True,0.5
3499,True,True,0.9307
3500,True,True,0.9382
3501,True,True,0.7892
3502,True,True,0.5805
3503,True,True,0.8116
3504,True,True,0.8836
3505,True,True,0.8986
3506,True,True,0.8245
3507,True,True,0.6581
3508,True,True,0.5
3509,True,True,0.6868
3510,True,True,0.9477
3511,True,True,0.7887
3512,True,True,0.7587
3513,True,True,0.9455
3514,True,True,0.5
3515,True,True,0.7446
3516,True,True,0.9521
3517,True,True,0.9192
3518,True,True,0.9005
3519,True,True,0.8999
3520,True,True,0.9442
3521,True,True,0.9379
3522,True,True,0.9358
3523,True,True,0.9306
3524,True,True,0.8912
3525,True,True,0.8766
3526,True,True,0.9598
3527,True,True,0.5
3528,True,True,0.5
3529,True,True,0.9314
3530,True,True,0.871
3531,True,True,0.8976
3532,True,True,0.8493
3533,True,True,0.8778
3534,True,True,0.5
3535,True,True,0.9463
3536,True,True,0.8841
3537,True,True,0.9481
3538,True,True,0.9364
3539,True,True,0.9213
3540,True,True,0.8277
3541,True,True,0.8571
3542,True,True,0.5
3543,True,True,0.5
3544,True,True,0.7625
3545,True,True,0.8474
